Temperature,Speed,Load,Ac_Use,Terrain_Slope,Wind_Speed,Driving_Mode,Weather_Condition,Vehicle_Age,Tire_Type,Night_Driving,Urban_Driving,Highway_Driving,Average_Passengers,Cruise_Control_Use,Regenerative_Braking_System,External_Humidity,Road_Condition,Heat_Pump_System,In_Car_Device_Count,Charging_Frequency,Months_Since_Last_Maintenance,Energy_Consumption
33.7551,59.4382,403.0197,0,7.6341,31.6124,1,0,6.7055,2,0,1,0,4.359,0,0,75.562,3,0,1,4.2289,2.5938,17.4831
24.9861,73.9254,389.0601,1,-8.818,36.3264,1,2,4.3742,0,0,1,1,2.0935,1,1,37.5716,1,0,3,4.2081,10.2536,23.1922
0.2034,114.7026,134.7218,1,-5.4602,41.1967,0,0,8.7342,1,0,0,1,1.4084,1,0,39.487,0,0,0,5.3401,4.8956,11.2493
25.3305,50.4434,108.6563,1,-2.975,18.0837,0,1,6.7528,0,1,0,1,1.0129,1,1,94.1831,2,0,2,4.3261,7.4999,14.8513
-4.0165,65.0663,337.6051,1,5.0148,5.4057,0,1,8.2645,2,1,1,0,3.9721,0,1,91.0007,3,0,1,1.9135,8.1713,18.8875
-4.1151,84.5812,445.2536,0,1.2036,46.6546,1,1,4.1776,1,1,1,1,3.3973,1,0,18.1285,2,0,3,3.0826,6.8492,21.3953
7.9444,97.9805,333.7766,0,9.0921,46.9285,0,1,7.9872,1,1,0,1,1.2397,0,0,24.5465,1,1,1,2.8911,1.4992,16.0073
14.5457,111.1488,185.2939,1,-5.4425,22.092,1,2,3.6693,2,1,0,0,4.3597,1,1,56.7474,3,1,4,5.6691,4.6001,21.1248
25.8163,112.3926,136.208,0,7.4424,10.8585,2,1,7.3508,0,1,0,0,2.9087,1,0,55.8009,1,1,4,1.4477,0.723,21.2217
22.3318,99.8976,379.8386,0,-4.3417,44.6177,0,0,4.3553,2,1,1,0,2.8453,1,0,7.8579,1,0,2,2.5444,2.2374,17.0338
12.8361,50.5498,388.7081,1,-5.09,35.4213,2,0,4.0519,1,1,1,1,3.7382,1,1,91.4005,1,0,4,1.7516,4.5343,25.3167
5.9451,32.2328,169.0127,1,-0.0325,0.4114,1,0,7.9663,0,0,0,1,3.5386,0,0,77.3949,2,0,1,3.6731,8.8121,14.0114
34.885,64.5397,111.2761,0,-8.5759,5.386,2,2,1.2504,1,1,1,0,1.9549,0,1,79.6853,1,1,1,0.984,6.1565,20.032
12.0473,42.7394,263.3134,1,-2.3139,49.16,0,0,9.2821,0,1,1,1,3.5788,0,0,69.1642,2,0,1,2.4437,8.4845,20.5812
13.0555,93.9349,333.0875,0,-2.8865,1.9064,0,2,5.0868,2,0,0,1,4.4328,0,0,16.6555,1,0,0,6.1279,6.4952,9.8344
1.545,89.5018,382.401,1,-6.798,14.1278,1,2,6.3607,1,1,1,1,2.567,1,1,36.4047,0,1,2,5.7499,0.3285,22.5609
26.7924,33.9574,423.978,0,7.2159,27.4248,0,1,4.0526,2,0,1,0,2.1591,0,1,32.6346,2,0,0,6.512,5.9661,11.4285
22.7473,105.2934,344.215,1,-2.2822,9.2178,2,2,6.4587,1,1,0,0,1.2404,0,1,98.8352,3,0,1,2.3214,1.5966,21.9501
3.8308,52.3869,144.3522,0,9.6384,11.6027,2,2,7.0985,0,0,1,0,3.4205,1,0,11.3186,3,1,0,6.4536,10.1833,17.8604
-1.7048,68.9004,373.0327,1,7.9942,17.6484,0,2,8.6848,2,0,1,0,4.0215,1,1,55.489,0,1,2,3.1215,7.3482,23.3604
22.22,90.114,493.6707,1,-6.1038,13.4777,0,1,8.5438,2,1,1,0,4.8706,0,0,77.1931,2,0,4,4.3914,7.5847,24.2056
21.1804,68.6477,462.2338,1,0.1024,40.1678,1,1,3.5781,1,0,0,0,3.4478,0,0,40.698,0,0,0,2.8164,7.3714,17.8444
5.9304,69.7159,448.6676,1,2.0361,25.0137,2,1,6.1585,2,0,1,0,2.7916,0,0,52.6886,2,0,2,0.9788,5.3737,26.5354
33.0345,35.9065,220.8681,1,6.3792,13.931,0,0,7.8058,2,1,0,0,4.7407,0,0,16.593,3,0,1,2.1476,3.2413,17.4973
1.0423,66.1299,400.3153,0,7.7129,15.6548,2,0,7.6486,0,0,1,1,1.7153,1,0,20.7932,2,1,2,6.4065,2.2279,19.6562
12.2934,98.8363,440.4414,0,2.4804,1.9932,1,2,8.9093,2,1,1,0,3.8336,1,0,69.5328,3,1,4,2.6871,5.8071,26.6876
32.7446,112.3659,371.3305,1,-9.2973,2.4696,2,0,8.3194,2,1,0,0,2.3093,0,1,72.4026,2,1,0,2.2707,6.5628,21.8976
11.7891,67.2147,200.2247,0,-0.3745,35.8954,1,1,7.1786,0,0,0,0,4.4459,1,0,55.8173,2,1,2,6.8963,5.4121,12.8092
20.541,68.1227,481.5336,0,7.6961,5.6455,2,0,7.4886,1,1,0,1,3.981,1,0,90.5369,0,0,3,2.5188,7.7655,21.41
10.9038,93.2364,280.3278,1,4.2818,23.7898,1,1,8.0744,0,0,1,0,2.3345,0,1,37.2399,2,1,0,5.1601,7.0953,19.6433
5.9686,114.8495,151.9222,0,7.4028,42.1183,0,0,8.3789,1,0,0,1,4.0993,1,1,72.5829,3,0,0,6.3567,3.9604,7.6103
34.3591,54.0355,143.9112,0,3.4816,18.4227,0,1,3.5267,2,0,0,1,4.5617,0,1,72.5164,3,0,0,4.3479,1.6922,8.3524
11.3734,69.613,359.0076,0,-9.1193,17.2876,1,0,7.8181,0,1,0,0,2.0094,1,1,46.304,3,1,0,0.898,2.7456,14.2514
30.764,101.6376,275.0839,0,9.3601,43.6524,2,2,9.4921,1,1,0,1,3.2868,1,1,82.8446,1,0,4,6.7095,3.2347,19.6448
4.1982,84.8724,137.7936,1,8.3604,43.2425,2,0,2.3296,0,1,1,1,2.6785,1,1,52.5648,2,0,1,0.0512,8.6386,24.9253
3.5242,39.9528,396.1458,0,-7.4684,44.0068,2,0,0.4823,2,0,1,0,4.7035,0,1,62.6052,2,0,0,2.8532,10.9902,14.6069
-3.7546,86.4959,419.7301,0,-7.7462,28.5957,0,2,0.724,1,0,0,0,4.8892,1,0,4.3873,1,0,3,6.0193,1.7206,8.9763
21.0667,46.8072,390.1663,0,0.7816,47.6152,0,2,2.1672,0,0,0,1,1.4152,0,1,69.0294,1,0,3,0.6231,4.302,12.6763
9.7411,75.9194,180.9044,0,5.141,40.9482,2,1,9.1979,1,0,0,0,3.1951,0,0,65.1084,3,1,3,5.483,0.4307,15.4988
29.5743,77.6193,375.9102,1,-2.3565,20.7817,0,2,1.268,2,1,0,1,3.1235,1,1,90.6816,3,0,4,2.8578,2.0716,21.1674
13.9284,108.8583,104.2891,0,-7.2724,31.4778,0,0,7.476,0,1,0,0,4.4747,0,1,14.0827,2,0,2,4.6388,4.0368,6.0553
33.7277,71.6245,222.0449,1,0.2111,6.0895,0,1,8.6704,1,0,0,1,4.1163,0,1,19.013,0,0,0,6.7726,3.0344,11.2868
2.421,55.1498,259.5286,1,-3.2487,27.5666,1,0,8.7752,1,0,1,1,2.1484,1,0,48.1068,1,0,3,6.6086,8.5132,19.0068
29.7449,50.787,434.0988,1,-2.9646,13.1575,1,1,4.1675,1,1,1,0,3.0879,1,0,34.7153,2,1,1,0.5311,0.8943,27.6356
26.0639,108.6827,256.1577,1,2.8997,14.1774,0,1,4.9526,2,1,0,0,2.5127,1,1,13.9941,3,0,3,5.5757,8.7126,18.3347
25.8369,45.391,104.5078,1,7.7122,6.2859,0,2,3.2325,1,0,0,0,2.4127,0,1,15.307,2,1,2,4.4729,7.008,15.1146
28.7913,68.3282,240.9386,0,1.1718,17.91,0,0,1.4734,0,1,1,0,3.9238,0,1,71.507,2,1,1,3.9107,6.1094,15.7767
25.441,46.8456,299.5696,0,3.7521,24.0695,2,1,2.1217,0,1,0,0,3.3976,0,0,74.8595,1,1,0,2.8879,5.9305,18.051
20.0488,99.5974,479.6019,1,3.1989,30.0177,1,1,1.3479,2,1,1,0,1.7957,0,1,89.1748,1,0,3,4.255,6.6826,24.1238
0.2498,72.6935,476.4137,1,1.0229,15.2435,2,1,4.0752,2,1,0,0,3.4828,0,1,31.0414,1,1,1,3.2889,10.292,23.9547
-3.699,61.6029,172.3496,0,-3.7848,39.6124,0,1,1.7035,1,0,0,1,2.8547,0,0,45.3567,2,1,0,5.6246,5.8568,9.2245
31.8339,62.499,174.0586,0,-2.4441,26.048,0,2,4.034,2,0,0,0,2.3642,0,0,13.8751,3,0,4,4.8435,8.0695,11.4507
19.666,106.6993,165.3526,1,-3.6859,31.9026,2,2,8.5119,1,1,0,0,1.2661,0,1,12.3839,3,0,3,5.8568,0.9301,17.5469
26.8615,79.8397,415.5688,0,8.35,13.9072,0,0,6.5452,1,1,1,0,4.7148,0,0,1.1193,0,1,3,1.4973,6.5421,20.4293
14.2609,94.6081,102.4088,0,6.5324,40.7068,1,1,6.6275,2,0,0,1,4.4467,1,0,16.9379,3,1,4,4.901,6.3166,18.3333
-0.3077,110.7335,150.8709,1,1.5869,31.2137,1,0,8.1187,1,1,1,0,2.2141,1,0,27.983,2,0,3,3.1026,11.7848,22.9155
0.0074,111.1568,315.1839,1,8.2449,43.1174,0,0,0.4119,1,0,1,0,3.2254,0,1,56.5313,0,0,3,6.476,3.2207,13.8621
22.4226,59.5658,199.0248,1,7.7282,7.9976,1,2,7.9451,1,1,0,1,4.4587,1,0,62.1315,3,0,0,2.0917,0.2551,21.894
12.2122,115.7206,136.9426,1,8.5539,19.0332,0,1,1.9635,1,1,0,0,3.0778,0,1,54.7522,0,0,1,1.1531,10.9867,15.1169
3.021,32.2388,243.9512,1,-5.5645,5.6508,0,2,3.4593,0,1,0,0,1.5673,1,1,3.2369,1,1,3,6.5185,6.2171,13.9338
14.6638,63.9152,209.683,0,4.3501,10.7764,0,1,3.0804,2,0,0,0,2.8988,0,0,52.075,1,1,0,6.3171,1.7271,8.8107
-2.4316,110.6219,304.4417,1,2.1845,19.7274,1,1,1.0566,0,1,1,1,2.256,1,0,45.1186,2,0,3,0.1408,1.3462,26.1417
18.2789,54.7173,491.6934,0,4.6766,44.7291,2,0,1.7371,1,0,0,1,2.8313,0,0,77.1458,2,0,2,6.7276,11.7072,17.847
5.7597,54.5773,149.7219,1,-4.7324,27.852,1,0,9.5635,2,0,0,0,4.3919,1,1,90.8047,1,1,2,4.0935,4.479,15.8354
26.9024,57.236,249.0907,1,3.8962,16.5189,1,2,6.0027,2,0,1,0,2.6352,1,1,66.3648,3,0,0,6.7676,6.5994,19.4838
7.4145,85.1082,472.794,1,-1.8034,37.345,2,2,4.7397,2,0,0,0,4.1976,1,1,71.1467,2,1,3,3.2639,3.7047,25.0122
13.2088,69.4499,450.7492,1,6.6818,0.9841,1,1,7.5779,1,1,1,1,1.9306,0,1,38.8143,0,1,0,6.3871,0.2177,21.1734
-4.5352,95.4061,257.7084,1,5.9073,18.5046,0,0,8.1374,2,1,1,1,3.3749,0,0,59.173,2,1,3,5.9288,9.2542,23.0869
-2.1021,110.542,379.5813,1,-5.7728,30.0416,1,0,1.1026,2,1,0,1,2.7043,1,1,54.6458,3,0,0,0.6643,7.0519,19.8652
10.6997,90.6779,135.1428,0,-6.3229,29.1619,0,1,7.4091,0,1,1,0,4.8924,0,0,97.2868,2,0,3,1.6206,7.4447,15.2982
14.1976,48.402,385.0164,1,4.3546,30.3779,0,2,9.324,2,1,0,0,1.003,1,0,73.2402,2,1,2,1.1944,8.205,25.8073
19.0008,113.9414,489.1431,1,1.0095,10.575,1,1,5.8544,0,0,1,0,2.4547,0,0,27.6684,3,1,0,3.0417,1.8169,24.6174
6.6665,53.8044,314.9953,0,1.1441,16.854,2,0,6.1416,1,0,1,0,4.2535,0,0,88.7271,0,1,0,2.9427,4.6095,16.6753
22.7993,43.4905,299.3961,0,5.0503,46.5783,1,2,8.7041,2,1,0,1,2.566,1,0,53.6257,3,1,2,3.0097,5.6144,23.1345
29.4049,38.0971,174.9274,1,7.0994,48.6988,1,1,6.7948,1,1,0,1,1.87,0,1,15.866,1,1,1,5.2375,9.1433,20.4935
26.194,80.7045,353.5153,0,-5.2207,15.6019,1,0,9.9527,1,0,0,0,4.4131,0,1,83.3645,1,0,0,4.7001,7.6192,9.1777
-3.4152,40.2386,336.1749,0,1.1108,32.2252,0,2,2.8269,2,1,0,1,3.3669,1,0,52.716,1,1,2,4.0474,5.2304,17.3271
14.2203,42.4898,360.7732,1,6.5791,12.0648,0,1,8.4548,1,0,0,1,3.2266,0,1,7.9212,3,0,3,2.9863,4.7895,16.3866
-0.8028,57.0027,110.4333,1,7.4559,18.4264,2,2,6.1241,1,1,0,0,2.6033,1,1,39.092,0,0,0,1.4587,9.2552,17.7309
4.6818,55.3488,319.4894,0,-4.2518,39.6167,2,1,3.6574,2,0,1,0,1.6305,1,0,48.7636,3,0,1,2.1738,6.4991,18.5542
34.4665,84.3816,337.9739,1,-7.9169,25.0589,1,0,8.8306,2,1,1,1,3.3024,0,1,27.6918,1,0,1,1.3868,11.8338,23.3677
0.6998,103.5071,183.0121,0,-5.3435,42.4795,2,1,9.9625,2,0,0,0,3.0211,1,0,29.3457,3,1,2,5.9228,0.3176,14.8651
14.9555,98.5215,183.3331,0,8.91,31.437,1,1,0.5785,0,1,1,1,2.6084,1,0,13.0245,1,1,2,0.902,9.1685,23.2622
19.7262,53.6236,210.4873,0,-0.7504,31.4461,0,0,9.2552,1,0,1,0,1.3075,1,0,71.0554,1,0,4,1.321,1.789,13.6366
23.0986,52.0779,384.6886,0,-1.6285,1.694,1,2,2.0311,1,0,1,1,3.6038,0,0,5.3414,0,0,0,3.3962,10.3817,17.0194
17.3859,116.9212,342.5064,1,-9.7383,37.4835,1,2,2.0519,0,1,1,0,3.5269,0,0,28.2499,2,0,1,5.6886,3.2991,22.4628
-4.6092,30.7413,438.3051,1,-8.9797,48.8933,1,0,0.4176,1,0,0,1,3.2363,1,1,21.1519,0,0,2,6.3304,2.9136,12.0574
8.0585,109.1748,218.2634,1,3.3739,23.6514,1,0,9.2219,2,0,0,0,1.526,1,0,44.8607,3,0,3,3.9156,6.2717,18.5183
15.7085,47.9756,464.8272,1,1.7965,7.929,2,2,7.594,2,0,1,1,2.2114,1,0,78.5869,0,1,1,1.9222,5.4289,29.8081
-1.4853,115.2556,397.4825,1,1.5106,48.8489,1,0,0.5345,1,1,0,1,2.8794,0,0,29.8838,0,1,4,6.7407,3.759,21.9876
9.0251,60.8077,258.0047,1,-7.7935,14.5063,0,2,6.3354,1,0,0,0,3.9379,0,0,87.3033,0,1,4,4.1943,3.882,16.4542
-3.6719,69.6317,138.1048,1,-2.9588,20.4599,1,0,1.2013,1,0,1,0,1.8916,1,1,86.7128,0,1,1,0.9393,3.2572,17.289
-1.8569,93.6409,202.7935,1,6.2472,3.8683,0,0,7.5141,2,1,0,0,4.2034,0,0,40.7677,3,0,4,4.7777,4.9758,16.265
10.8769,82.8902,482.7073,1,-6.5018,5.5418,2,0,4.0905,1,1,1,1,2.2767,0,0,82.9155,1,0,3,1.6512,7.8095,26.3968
0.3086,58.6145,224.1454,1,7.6537,10.8283,1,0,0.5178,1,0,0,0,3.6628,0,0,29.9568,0,0,3,2.8238,5.426,13.6274
17.7016,79.8448,231.9604,1,-7.5704,27.4233,0,0,8.2941,2,1,0,0,4.7477,1,0,25.8619,3,0,0,1.4558,5.3488,16.677
22.5786,95.7636,175.8356,1,-6.617,27.8895,1,0,5.7241,2,1,0,1,3.8567,0,1,86.9407,2,0,1,0.1789,11.1245,19.579
27.0235,33.8101,422.7402,0,-0.445,30.3122,1,2,7.7287,2,1,0,0,1.2771,1,0,67.4065,0,1,1,5.8841,11.0626,20.0019
3.006,31.0079,210.2577,1,8.906,29.1908,2,0,6.7453,1,1,0,1,2.5057,0,1,24.3982,0,0,3,0.1174,5.5239,19.3975
1.6993,71.226,232.1033,1,-3.409,24.7618,0,1,4.344,1,0,0,1,3.3126,1,0,2.5663,2,0,1,4.5318,2.8025,13.5713
-0.8173,41.8653,265.7392,1,3.1644,40.1049,0,2,6.9867,0,0,1,0,3.693,0,1,74.9545,3,1,4,1.6071,1.8951,21.3959
20.4572,89.791,273.4913,1,1.7734,46.695,0,1,0.1475,0,1,0,1,2.3793,1,0,31.1589,3,1,2,3.6966,10.7477,24.1496
23.259,49.2647,264.5363,1,-7.0075,13.4881,1,0,3.3974,2,0,1,0,2.7149,0,1,9.7557,0,1,2,6.2974,5.6783,16.7064
-3.7366,68.9566,301.4975,0,-5.0367,6.5097,2,2,7.7785,2,1,0,0,2.504,1,0,28.8434,2,1,2,5.6758,9.1342,19.2717
32.4485,47.7904,425.8052,0,8.6031,21.2544,1,1,7.6306,2,1,0,1,3.7919,1,0,43.3427,2,0,1,1.0907,7.0332,20.7086
-2.9211,79.3635,427.714,1,-6.3034,1.3211,2,0,8.8741,1,1,0,1,4.6543,1,1,21.827,3,0,3,1.1217,2.629,20.5864
16.6519,40.4448,419.3253,1,3.9002,44.1659,2,2,6.1105,0,1,1,0,4.113,0,0,6.0085,1,0,1,4.9664,3.3641,24.3086
23.3624,32.0796,140.4499,1,9.2939,11.9853,0,0,9.422,2,0,0,1,2.0526,1,1,33.3352,2,0,4,4.1519,10.9307,15.3933
29.8388,34.6018,419.8715,0,-7.6099,27.4648,2,1,5.5771,1,1,1,1,3.1604,0,1,50.1516,0,1,4,0.5877,5.4104,23.9436
23.5635,115.8833,148.1007,1,-2.0164,5.7547,0,2,5.0045,1,1,0,1,2.9125,0,1,79.5074,3,0,1,3.8519,6.5199,17.6691
27.0691,42.8058,149.8895,1,-5.5214,27.6629,1,2,1.9722,1,1,1,1,1.0621,0,0,78.2443,1,1,4,2.0387,3.6129,27.3308
8.578,93.763,479.1451,0,-5.5688,1.9497,1,2,7.7884,1,1,0,1,4.7535,1,1,16.0556,2,1,2,0.8978,5.6829,20.8835
27.593,36.1134,427.7591,0,-7.6203,38.4403,2,2,6.9206,1,0,1,0,2.8639,1,0,46.9128,0,0,1,6.2806,9.7299,18.9196
-1.7954,39.7344,320.9642,1,2.991,47.7711,0,2,4.6076,0,1,1,0,4.7726,1,1,86.6302,3,1,1,5.4596,9.9423,21.4161
30.7927,75.7989,449.9881,1,4.9269,15.3488,0,1,0.8711,1,0,1,0,3.6568,0,1,5.0779,3,1,4,1.6522,7.2025,24.1725
16.9037,71.8384,495.7459,0,3.5359,12.9107,1,2,1.257,2,0,1,1,3.8328,0,1,48.5161,1,0,0,5.1765,4.462,15.0673
27.6919,115.6422,344.2568,1,8.4931,22.3997,2,2,1.1446,2,1,0,0,2.7079,1,0,50.2188,0,1,3,2.6249,0.3289,28.8276
13.0927,115.0352,345.1594,1,-7.0864,30.9987,0,0,3.756,2,0,1,0,4.4319,0,1,82.9459,2,0,3,3.0913,4.8835,17.3974
20.7431,100.1648,401.7708,0,-3.6031,9.4481,0,2,1.5898,2,0,1,1,1.7417,0,1,49.7183,0,1,0,5.2848,0.6482,14.503
16.0561,84.1892,192.8556,1,-3.1085,40.1654,2,1,8.6084,2,1,1,1,4.8366,0,0,10.1234,2,1,1,0.4968,3.3336,30.0685
24.2636,70.9464,166.8499,0,-5.3584,9.9267,1,1,8.9935,1,0,1,1,3.4652,1,0,68.989,2,0,4,2.2571,4.5546,17.8245
-1.7348,62.0561,403.8323,1,-7.1559,0.2737,0,1,8.5677,0,0,1,1,2.3294,0,1,56.8244,3,0,4,5.4123,5.7298,16.618
-2.5859,115.2379,237.9619,1,-0.2659,26.2125,0,0,6.0885,2,0,0,1,3.9574,0,1,46.7015,2,1,2,4.2314,10.2498,16.5444
4.8841,84.2618,154.0281,0,6.6888,5.7575,2,2,5.9636,0,0,1,1,3.9806,1,1,28.7331,1,0,3,2.0416,0.6769,16.0476
1.3818,82.1165,225.9511,0,9.0908,34.9119,2,1,8.9092,1,1,0,0,4.0983,1,1,7.6658,0,0,2,2.2418,0.6323,13.9905
29.8713,50.8711,243.4547,0,-7.4132,8.3735,0,2,4.0631,0,0,1,1,2.1739,0,1,91.8103,0,1,3,6.2174,10.3622,14.0739
3.7686,34.2028,486.0911,0,6.4631,40.869,0,1,0.6234,1,0,0,1,1.1027,0,0,84.1881,0,0,0,6.3591,9.072,10.4489
34.0346,115.067,379.1839,0,6.4916,23.5184,2,1,4.7039,1,0,1,1,4.5569,1,0,93.9828,0,1,1,0.7792,0.3327,25.5733
8.4758,58.2362,312.3425,0,-2.2204,28.3139,2,1,5.5371,2,0,1,0,4.1902,0,0,94.0661,2,0,4,0.622,10.0267,21.2058
2.2847,69.833,487.5493,0,-7.7994,9.3293,0,0,5.4945,2,0,0,1,2.6076,1,1,17.3548,0,0,0,5.3837,6.6835,6.6969
26.5879,40.3176,461.2559,0,9.8002,7.3344,2,2,1.59,2,0,0,1,1.6649,1,1,32.1501,2,1,4,4.8896,1.9837,20.9096
21.3483,105.3232,304.8003,0,3.1119,31.5646,0,2,7.8341,2,1,0,0,2.8753,1,0,47.7602,2,0,4,5.046,8.3697,17.8659
14.9278,32.4869,462.2719,1,9.6439,12.773,2,2,7.3197,0,1,0,0,2.2231,0,1,40.6437,1,1,3,3.3477,8.3611,24.1047
17.2145,105.0592,261.7219,1,-0.3269,19.2963,0,2,2.2985,0,0,0,1,1.7762,1,1,96.4001,2,0,0,1.2238,9.349,18.4129
23.7681,42.6257,192.1683,0,-2.0961,23.9725,0,1,5.5123,1,1,0,1,2.9447,1,0,29.4674,1,0,1,0.0127,5.4633,14.4209
4.1382,109.7908,193.0713,1,-5.0563,11.4817,2,2,7.9033,0,0,1,1,4.3187,0,1,12.113,0,0,0,1.3602,3.69,19.4838
34.8534,95.6795,364.9262,0,9.6714,39.7712,1,0,0.0768,1,1,0,0,3.3268,0,1,46.4544,1,1,2,5.6777,9.1531,16.951
33.9917,44.8203,300.4281,0,-4.9349,46.9712,0,0,2.7515,1,1,1,0,2.9497,0,1,50.8748,2,1,1,0.3648,5.6167,17.2223
21.013,80.9236,363.5803,1,-9.5247,21.5947,1,0,4.7204,1,1,0,1,4.9763,0,1,40.8778,1,1,3,2.0058,7.0342,21.596
2.9817,58.1391,374.4304,0,0.2494,45.8774,1,2,8.4503,1,1,1,0,4.0412,0,1,78.7935,0,0,0,4.4603,8.5153,15.5579
22.2091,46.041,108.9291,0,-2.459,44.1341,2,0,7.9897,2,1,1,0,1.5277,0,0,49.3988,3,0,0,0.2859,4.1813,17.9678
-2.1121,107.3264,121.6158,0,-4.7723,8.3024,0,1,1.5099,1,0,0,1,2.6674,1,0,30.5711,0,1,2,6.9152,1.4141,8.1612
-3.7739,66.317,313.0711,0,2.6922,8.6691,1,0,4.6274,2,0,1,1,2.8599,1,0,48.637,0,0,0,4.6679,5.1937,11.7951
5.3073,65.8689,176.4142,1,-2.7146,23.8703,0,2,3.0464,1,1,1,0,3.4422,1,0,89.9591,0,1,3,3.2646,8.403,23.0784
13.5049,45.2898,353.0135,0,-1.955,26.2929,0,1,4.0143,2,0,0,0,3.7271,0,1,86.1644,0,1,4,2.3928,5.2567,12.894
29.7309,64.4759,320.8743,1,-9.5391,17.0565,1,0,5.4062,2,0,1,1,2.3021,0,0,65.5225,3,1,1,6.3628,4.8993,23.1603
24.0868,108.4455,334.3041,1,1.7814,15.646,1,2,4.9934,0,1,1,1,2.4695,1,0,65.0888,0,0,3,5.2827,7.6807,26.3328
24.7083,62.6816,220.9822,0,-7.5586,21.5684,0,2,1.4157,0,1,1,0,1.4139,1,1,60.2468,2,1,2,5.8833,0.17,13.8728
12.0197,115.6443,355.9374,1,-5.7239,34.524,1,2,1.2169,1,0,1,0,1.3573,1,0,22.9149,2,0,0,1.442,8.0452,23.0474
8.8374,115.1678,431.7971,1,4.3424,4.2197,1,1,1.3027,2,1,1,1,4.0319,1,0,61.5644,2,0,2,6.8119,0.6655,23.6777
9.8416,43.0409,499.2285,1,-3.7351,35.5291,0,2,8.4129,1,0,0,0,4.7042,0,1,60.0341,3,0,3,0.0705,11.9448,19.6986
34.506,45.958,435.3778,1,-6.7358,46.312,1,0,0.1994,0,0,0,0,1.7873,1,0,56.8831,0,1,4,4.7072,0.0686,19.5079
-3.3956,107.6407,322.9995,0,1.5485,38.1753,1,0,2.024,1,0,0,0,4.6924,0,1,80.5228,0,1,4,3.6574,6.6753,12.5581
29.6813,65.3485,177.3718,0,-5.7019,9.5838,0,0,9.5589,0,1,1,0,2.3749,1,1,4.5454,1,0,1,4.5093,10.5105,11.8358
18.147,30.3937,372.5784,0,-4.5804,4.3741,1,2,0.6602,2,1,1,0,4.523,1,1,45.7118,1,0,3,5.8636,9.4607,16.9977
12.5446,54.6485,475.0615,1,2.4268,24.519,2,2,0.3632,2,1,0,0,1.1042,0,1,5.3579,2,1,2,1.3415,7.9839,27.2246
24.0103,83.7866,184.7466,1,4.7972,47.8203,0,0,3.8733,2,1,0,1,1.3623,0,0,79.5788,0,1,3,3.8108,0.7878,20.619
14.4668,101.9339,202.3982,0,4.7932,40.953,2,1,1.512,2,0,0,0,2.7389,1,1,23.3025,0,1,3,6.9542,5.7352,14.2054
29.9369,42.005,159.6034,1,-0.3551,28.1367,0,1,5.6576,1,1,0,1,4.3919,0,1,36.5589,3,0,0,6.6297,8.8761,14.4238
31.0281,39.9487,394.6887,1,-0.9141,7.1491,2,1,3.3858,2,1,1,1,2.7969,0,0,32.7961,2,0,1,0.3785,8.2812,28.4042
11.8688,112.9883,262.6246,0,5.7529,35.6918,2,1,2.0897,0,0,1,1,4.358,0,0,93.7077,2,1,1,5.4113,7.9046,22.3763
6.0731,97.6034,125.0783,1,-6.1393,40.6499,1,2,9.986,1,0,0,1,2.363,0,0,33.9012,2,0,3,6.1493,7.9693,17.1321
18.694,83.0802,449.98,1,-6.956,46.7535,0,1,3.411,0,1,0,0,1.5299,0,0,5.1754,3,1,2,4.7031,9.8194,21.4634
31.4945,99.2268,323.0688,0,3.2939,30.6058,0,0,6.4101,0,0,0,0,4.7018,1,1,3.7581,1,1,1,0.9826,8.5473,14.309
3.4265,68.5969,232.4377,0,-1.8099,25.7233,1,2,8.7411,2,1,0,1,1.306,0,0,21.6342,0,0,2,1.8238,2.332,13.2822
19.9187,98.261,237.5932,0,4.2,30.9591,1,2,9.2239,1,1,0,0,3.8285,0,0,8.9583,1,0,3,1.2754,2.8879,17.3384
20.2624,63.4623,216.1005,0,-4.868,47.1626,2,0,4.1013,0,0,1,1,4.532,0,1,79.388,0,1,1,3.6491,2.0216,15.822
24.3245,51.9685,282.1921,0,-3.5026,31.4064,0,0,9.7616,2,0,0,1,1.4798,0,1,67.4478,1,1,2,2.2686,3.9346,12.1865
0.2627,95.6112,234.8167,0,7.9336,12.8796,1,1,7.2457,2,1,0,1,3.0765,1,1,77.5701,2,0,1,1.5937,7.3811,15.8675
23.633,67.7705,319.1785,0,-1.5669,31.8076,1,2,5.8328,1,0,1,1,1.2113,0,0,53.2462,2,0,0,3.5528,8.3767,16.9879
31.3613,118.3239,409.4069,1,1.8191,43.9872,2,1,6.9328,1,1,1,0,2.8356,0,0,47.3553,0,1,3,3.2919,2.8635,30.0085
2.1873,61.4537,369.7845,0,-7.8664,28.3501,2,1,3.6014,2,0,0,0,4.1495,1,1,36.1978,2,1,2,2.0355,5.385,16.2208
4.5017,112.9555,217.7828,1,-6.4234,25.1349,1,2,4.2441,1,0,1,1,2.216,0,1,81.3473,2,0,1,1.2961,3.5455,19.8037
33.8558,113.9666,311.4964,0,-9.2822,36.6685,2,0,5.8627,1,0,0,0,1.933,0,1,0.1773,0,0,3,2.0631,4.1446,11.9633
2.2391,51.7668,436.0505,1,-1.5126,33.0494,0,2,3.2683,2,0,1,1,2.0066,1,1,51.5515,1,1,3,2.7425,5.3729,23.3369
